Id,Name,Description,WeaponName,RarityName,PictureUrl
26,Desert Eagle | Fennec Foxcccc,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range.",Desert Eagleeeee,Classifieddd,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_deagle_gs_deagle_fennec_light.png
1312,★ M9 Bayonet | Doppler,"This is the M-9 bayonet.  Originally intended to be mounted on a rifle, it is also well suited to close-quarters combat.",M9 Bayonet,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_m9_bayonet_am_sapphire_marbleized_light.png
1313,★ M9 Bayonet | Doppler,"This is the M-9 bayonet.  Originally intended to be mounted on a rifle, it is also well suited to close-quarters combat.",M9 Bayonet,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_m9_bayonet_am_blackpearl_marbleized_light.png
1314,★ M9 Bayonet | Doppler,"This is the M-9 bayonet.  Originally intended to be mounted on a rifle, it is also well suited to close-quarters combat.",M9 Bayonet,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_m9_bayonet_am_doppler_phase1_light.png
1315,★ M9 Bayonet | Doppler,"This is the M-9 bayonet.  Originally intended to be mounted on a rifle, it is also well suited to close-quarters combat.",M9 Bayonet,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_m9_bayonet_am_doppler_phase2_light.png
1316,★ M9 Bayonet | Doppler,"This is the M-9 bayonet.  Originally intended to be mounted on a rifle, it is also well suited to close-quarters combat.",M9 Bayonet,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_m9_bayonet_am_doppler_phase3_light.png
1317,★ M9 Bayonet | Doppler,"This is the M-9 bayonet.  Originally intended to be mounted on a rifle, it is also well suited to close-quarters combat.",M9 Bayonet,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_m9_bayonet_am_doppler_phase4_light.png
1318,★ M9 Bayonet | Lore,"This is the M-9 bayonet.  Originally intended to be mounted on a rifle, it is also well suited to close-quarters combat.",M9 Bayonet,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_m9_bayonet_cu_m9_bay_lore_light.png
1319,★ M9 Bayonet | Black Laminate,"This is the M-9 bayonet.  Originally intended to be mounted on a rifle, it is also well suited to close-quarters combat.",M9 Bayonet,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_m9_bayonet_cu_m9_bay_stonewash_light.png
1320,★ M9 Bayonet | Gamma Doppler,"This is the M-9 bayonet.  Originally intended to be mounted on a rifle, it is also well suited to close-quarters combat.",M9 Bayonet,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_m9_bayonet_am_emerald_marbleized_light.png
1321,★ M9 Bayonet | Gamma Doppler,"This is the M-9 bayonet.  Originally intended to be mounted on a rifle, it is also well suited to close-quarters combat.",M9 Bayonet,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_m9_bayonet_am_gamma_doppler_phase1_light.png
1322,★ M9 Bayonet | Gamma Doppler,"This is the M-9 bayonet.  Originally intended to be mounted on a rifle, it is also well suited to close-quarters combat.",M9 Bayonet,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_m9_bayonet_am_gamma_doppler_phase2_light.png
1323,★ M9 Bayonet | Gamma Doppler,"This is the M-9 bayonet.  Originally intended to be mounted on a rifle, it is also well suited to close-quarters combat.",M9 Bayonet,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_m9_bayonet_am_gamma_doppler_phase3_light.png
1324,★ M9 Bayonet | Gamma Doppler,"This is the M-9 bayonet.  Originally intended to be mounted on a rifle, it is also well suited to close-quarters combat.",M9 Bayonet,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_m9_bayonet_am_gamma_doppler_phase4_light.png
1325,★ M9 Bayonet | Autotronic,"This is the M-9 bayonet.  Originally intended to be mounted on a rifle, it is also well suited to close-quarters combat.",M9 Bayonet,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_m9_bayonet_gs_m9_bay_autotronic_light.png
1326,★ M9 Bayonet | Bright Water,"This is the M-9 bayonet.  Originally intended to be mounted on a rifle, it is also well suited to close-quarters combat.",M9 Bayonet,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_m9_bayonet_hy_ocean_knife_90_light.png
1327,★ M9 Bayonet | Freehand,"This is the M-9 bayonet.  Originally intended to be mounted on a rifle, it is also well suited to close-quarters combat.",M9 Bayonet,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_m9_bayonet_am_marked_up_90_light.png
1328,★ Huntsman Knife | Forest DDPAT,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_hy_ddpat_light.png
1329,★ Huntsman Knife | Crimson Web,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_hy_webs_light.png
1330,★ Huntsman Knife | Fade,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_aa_fade_light.png
1331,★ Huntsman Knife | Night,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_so_night_light.png
1332,★ Huntsman Knife | Blue Steel,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_aq_blued_light.png
1333,★ Huntsman Knife | Stained,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_aq_forced_light.png
1334,★ Huntsman Knife | Case Hardened,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_aq_oiled_light.png
1335,★ Huntsman Knife | Slaughter,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_am_zebra_light.png
1336,★ Huntsman Knife | Safari Mesh,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_sp_mesh_tan_light.png
1337,★ Huntsman Knife | Boreal Forest,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_hy_forest_boreal_light.png
1338,★ Huntsman Knife | Urban Masked,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_sp_tape_urban_light.png
1339,★ Huntsman Knife | Scorched,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_sp_dapple_light.png
1340,★ Huntsman Knife | Tiger Tooth,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_an_tiger_orange_light.png
1341,★ Huntsman Knife | Damascus Steel,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_aq_damascus_90_light.png
1342,★ Huntsman Knife | Marble Fade,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_am_marble_fade_light.png
1343,★ Huntsman Knife | Rust Coat,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_aq_steel_knife_light.png
1344,★ Huntsman Knife | Doppler,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_am_ruby_marbleized_light.png
1345,★ Huntsman Knife | Doppler,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_am_sapphire_marbleized_light.png
1346,★ Huntsman Knife | Doppler,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_am_blackpearl_marbleized_light.png
1347,★ Huntsman Knife | Doppler,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_am_doppler_phase1_light.png
1348,★ Huntsman Knife | Doppler,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_am_doppler_phase2_light.png
1349,★ Huntsman Knife | Doppler,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_am_doppler_phase3_light.png
1350,★ Huntsman Knife | Doppler,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_am_doppler_phase4_light.png
1351,★ Huntsman Knife | Gamma Doppler,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_am_emerald_marbleized_light.png
1352,★ Huntsman Knife | Gamma Doppler,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_am_gamma_doppler_phase1_light.png
1353,★ Huntsman Knife | Gamma Doppler,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_am_gamma_doppler_phase2_light.png
1354,★ Huntsman Knife | Gamma Doppler,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_am_gamma_doppler_phase3_light.png
1355,★ Huntsman Knife | Gamma Doppler,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_am_gamma_doppler_phase4_light.png
1356,★ Huntsman Knife | Bright Water,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_hy_ocean_knife_90_light.png
1357,★ Huntsman Knife | Freehand,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_am_marked_up_90_light.png
1358,★ Huntsman Knife | Ultraviolet,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_cu_purple_huntsman_light.png
1359,★ Huntsman Knife | Lore,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_cu_huntsman_lore_light.png
1360,★ Huntsman Knife | Black Laminate,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_gs_huntsman_black_laminate_light.png
1361,★ Huntsman Knife | Autotronic,"A knife designed for modern tactical uses, the blade is well suited for a range of both combat and utilitarian needs.  The unique Tanto point allows for maximum penetration through even the toughest of surfaces.",Huntsman Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_tactical_gs_huntsman_autotronic_light.png
1362,★ Falchion Knife | Forest DDPAT,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_hy_ddpat_light.png
1363,★ Falchion Knife | Crimson Web,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_hy_webs_light.png
1364,★ Falchion Knife | Fade,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_aa_fade_light.png
1365,★ Falchion Knife | Night,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_so_night_light.png
1366,★ Falchion Knife | Blue Steel,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_aq_blued_light.png
1367,★ Falchion Knife | Stained,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_aq_forced_light.png
1368,★ Falchion Knife | Case Hardened,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_aq_oiled_light.png
1369,★ Falchion Knife | Slaughter,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_am_zebra_light.png
1370,★ Falchion Knife | Safari Mesh,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_sp_mesh_tan_light.png
1371,★ Falchion Knife | Boreal Forest,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_hy_forest_boreal_light.png
1372,★ Falchion Knife | Urban Masked,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_sp_tape_urban_light.png
1373,★ Falchion Knife | Scorched,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_sp_dapple_light.png
1374,★ Falchion Knife | Tiger Tooth,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_an_tiger_orange_light.png
1375,★ Falchion Knife | Damascus Steel,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_aq_damascus_90_light.png
1376,★ Falchion Knife | Marble Fade,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_am_marble_fade_light.png
1377,★ Falchion Knife | Rust Coat,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_aq_steel_knife_light.png
1378,★ Falchion Knife | Doppler,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_am_ruby_marbleized_light.png
1379,★ Falchion Knife | Doppler,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_am_sapphire_marbleized_light.png
1380,★ Falchion Knife | Doppler,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_am_blackpearl_marbleized_light.png
1381,★ Falchion Knife | Doppler,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_am_doppler_phase1_light.png
1382,★ Falchion Knife | Doppler,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_am_doppler_phase2_light.png
1383,★ Falchion Knife | Doppler,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_am_doppler_phase3_light.png
1384,★ Falchion Knife | Doppler,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_am_doppler_phase4_light.png
1385,★ Falchion Knife | Gamma Doppler,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_am_emerald_marbleized_light.png
1386,★ Falchion Knife | Gamma Doppler,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_am_gamma_doppler_phase1_light.png
1387,★ Falchion Knife | Gamma Doppler,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_am_gamma_doppler_phase2_light.png
1388,★ Falchion Knife | Gamma Doppler,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_am_gamma_doppler_phase3_light.png
1389,★ Falchion Knife | Gamma Doppler,"A modern homage to a falchion sword, this clip point blade has a curved edge.",Falchion Knife,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_knife_falchion_am_gamma_doppler_phase4_light.png
